#EXPECTED FORMAT: ratingDate;ratingPlace;purchasingDate;purchasingPlace;name;pack;bbe;brewInfo;aroma;appearance;taste;palate;overall;description
#SEPARATOR:;
2013-02-22;Gastropub Tuulensuu;;;Gutmann Weizenbock;Bottle 500ml;2013-04-10;;7;3;7;3;12;
2013-02-22;O'Hara's Freehouse;;;BrewDog Anarchist / Alchemist;Bottle 330ml;2017-06-05;185;8;3;8;3;13;
2013-02-23;Gastropub Nordic;;;Lervig Brewers Reserve Galaxy IPA Single Hopped;Draft;;;7;3;7;3;12;
2013-02-23;Gastropub Nordic;;;Slottskällans Eight;Draft;;;8;4;8;3;14;
2013-02-23;Pirkkala;2012-01-31;Bierkompass;De Dolle Extra Export Stout;Bottle 330ml;2013-01-31;2011-01;8;4;8;4;14;
2013-02-26;Pirkkala;2012-02-25;K-citymarket Pirkkala;Stronzo Hop Lunch;Bottle 330ml;2014-04-30;;8;3;6;3;12;
2013-02-27;Pirkkala;2012-02-25;K-citymarket Pirkkala;Coopers Original Pale Ale;Bottle 375ml;2014-02-04;;5;2;5;2;9;
2013-03-01;Ruovesi;2012-02-23;Alko Kaleva;Beer Hunters Mufloni Saison de Randonneur Kataja Edition;Bottle 330ml;2014-01-24;;7;3;8;3;14;
2013-03-01;Ruovesi;2012-02-25;K-citymarket Pirkkala;Curious Brew Lager Beer;Bottle 330ml;2014-03-31;;6;2;6;3;12;
2013-03-03;Pirkkala;2013-03-02;S-market Ruovesi;Hartwall Sininen 3.5%;Can 500;2013-10-21;;5;2;5;2;10;
2013-03-08;Pirkkala;2009-06-09;Alko Arkadia;Nils Oscar Barley Wine;Bottle 330ml;2014-07-01;;8;3;8;3;14;
2013-03-09;Pirkkala;2013-03-09;Alko Kaleva;Master Tmavy 18°;Bottle 330ml;2013-07-27;;6;3;7;3;13;
2013-03-09;Pirkkala;2013-03-09;Alko Kaleva;Neuzeller Bock;Bottle 500ml;2014-01-23;;6;2;6;2;11;
2013-03-11;Pirkkala;2013-03-09;Alko Kaleva;Svaneke Påskebryg;Bottle 500ml;2014-01-15;;5;3;5;2;10;
2013-03-13;Pirkkala;2013-03-12;K-citymarket Pirkkala;Inveralmond Lia Fail;Bottle 500ml;2014-04-30;;7;3;7;3;12;
2013-03-14;Niko;2012-04-09;Bierkompass;Jester King Wytchmaker Rye IPA;Bottle 750ml;;;8;3;7;3;13;
2013-03-14;Niko;;;Weyerbacher Blithering Idiot;Bottle 355ml;;;8;3;7;3;14;
2013-03-14;Pirkkala;2013-03-12;K-citymarket Pirkkala;Amager Amager Fælled;Bottle 500ml;2013-07-31;#427;7;3;7;3;12;
2013-03-15;Ruovesi;2013-03-15;Alko Ylöjärvi;Aecht Schlenkerla Rauchbier Märzen;Bottle 500ml;2013-07-31;;7;3;8;3;13;
2013-03-15;Ruovesi;2013-03-15;Alko Ylöjärvi;Brakspear Triple (7.2%);Bottle 500ml;2014-01-31;;6;3;6;3;12;
2013-03-15;Ruovesi;2012-03-15;S-market Ylöjärvi;Laitilan Kievari Espi III;Bottle 330ml;2013-11-19;;5;3;6;2;9;heikko, hajuton ja mauton, lagermainen
2013-03-15;Ruovesi;2013-03-15;Alko Ylöjärvi;Nokian Keisari Strong IV Münchener;Bottle 330ml;2013-09-30;;6;3;6;3;11;
2013-03-15;Ruovesi;2013-03-12;K-citymarket Pirkkala;Suomenlinnan Höpken Pils;Bottle 500ml;2014-01-07;;6;3;6;3;12;
2013-03-16;Ruovesi;2013-03-15;Alko Ylöjärvi;Ayinger Celebrator;Bottle 330ml;2013-11-30;;7;3;7;3;13;
2013-03-16;Ruovesi;2013-03-15;S-market Ylöjärvi;Murphys Irish Stout;Can 500;;;8;4;6;3;12;
2013-03-17;Pirkkala;2013-03-12;K-citymarket Pirkkala;Harviestoun Bitter & Twisted;Bottle 330ml;2013-09-30;;7;3;8;3;13;
2013-03-17;Pirkkala;2013-03-12;K-citymarket Pirkkala;Vakka-Suomen Prykmestar Pale Ale;Bottle 500ml;2013-07-03;;6;3;6;2;11;
2013-03-19;Pirkkala;2013-03-19;Alko Pirkkala Partola;Laitilan Kievari Mämmi IV (2012-);Bottle 330ml;2013-10-04;;6;3;6;3;12;
2013-03-20;BeerTemple;2013-03-20;BeerTemple;Against the Grain Citra Ass Back Down;Draft;;;7;3;8;3;13;
2013-03-20;BeerTemple;2013-03-20;BeerTemple;Against the Grain Otay Panky;Draft;;;8;4;8;3;13;
2013-03-20;BeerTemple;2013-03-20;BeerTemple;De Snaterende Arend Tempelbier Blond;Draft;;;6;3;6;3;11;
2013-03-20;BeerTemple;2013-03-20;BeerTemple;Drakes Expedition Ale;Bottle 355ml;;;8;4;8;3;13;
2013-03-20;BeerTemple;2013-03-20;BeerTemple;Great Divide Belgian Style Yeti Imperial Stout (2011);Draft;;;9;4;9;4;15;
2013-03-20;BeerTemple;2013-03-20;BeerTemple;Jopen Doe Maar(ten) Ton;Draft;;;6;3;6;3;10;
2013-03-20;BeerTemple;2013-03-20;BeerTemple;Mikkeller Kihoskh Cream Ale;Draft;;;7;2;6;2;10;
2013-03-20;BeerTemple;2013-03-20;BeerTemple;Southern Tier Creme Brulee Stout;Draft;;;7;4;7;3;12;
2013-03-20;BeerTemple;2013-03-20;BeerTemple;The Kernel Export India Porter;Draft;;;9;4;9;3;14;
2013-03-20;BeerTemple;2013-03-20;BeerTemple;To Øl/Mikkeller Ov-ral Wild Yeast IIPA;Draft;;;8;3;9;3;14;
2013-03-20;Bierproeflokaal in de Wildeman;;;Emelisse Red IPA;Bottle 330ml;2013-12-31;;6;3;7;3;12;
2013-03-20;Bierproeflokaal in de Wildeman;;;Ramses Bier Shire Stout;Draft;;;8;4;8;4;13;
2013-03-20;Bierproeflokaal in de Wildeman;;;Tasty Lady;Draft;;;7;3;6;3;11;
2013-03-20;Bierproeflokaal in de Wildeman;;;Troubadour Magma Special Edition 2012 Sorachi Ace;Draft;;;8;3;7;3;11;
2013-03-20;Café Brecht;;;Aecht Schlenkerla Fastenbier;Draft;;;7;3;8;3;13;
2013-03-20;Eetcafé De Compaenen Amsterdam;;;Jopen Lentebier;Draft;;;6;3;6;3;11;
2013-03-20;Oak Barrel Helsinki Airport;;;Stallhagen Irish Cream Stout;Draft;;;6;4;7;3;12;
2013-03-21;Bierproeflokaal in de Wildeman;;;Fuller’s Bengal Lancer;Draft;;;6;3;6;2;10;
2013-03-21;Bierproeflokaal in de Wildeman;;;Hertog Jan Grand Prestige;Bottle 330ml;;;7;3;8;2;12;
2013-03-21;Brouwerij de Molen;;;De Molen Hel & Verdoemenis (Wild Turkey Barrel);Bottle 330ml;2028-01-28;2013-01-28;9;4;9;4;16;
2013-03-21;Brouwerij de Molen;;;De Molen Hemel & Aarde (Bourbon BA);Bottle 330ml;2028-01-30;2013-01-30;9;4;9;4;16;
2013-03-21;Brouwerij de Molen;;;De Molen Hip & Hop;Draft;;;7;3;7;3;13;
2013-03-21;Brouwerij de Molen;;;De Molen Pijl & Boog;Draft;;;6;3;7;3;11;
2013-03-21;Brouwerij de Molen;;;De Molen Pilz;Draft;;;6;3;7;3;12;
2013-03-21;Brouwerij de Molen;;;De Molen Rhythm & Blues;Bottle 330ml;2022-12-16;2012-12-16;8;3;8;3;14;hazy Amber, off white head. Aroma is barrel, Sweety, fruits, caramel. Flavor is strong bourbon Notes, fruits, spices.
2013-03-21;Brouwerij de Molen;;;De Molen Spanning & Sensatie;Bottle 330ml;2022-12-11;2012-12-11;8;4;8;3;14;
2013-03-21;Brouwerij de Molen;;;De Molen Tsarina Esra Imperial Porter;Bottle 330ml;2027-04-05;2012-04-05;9;4;9;4;16;Black, thick khaki head. Roasted malt, dark chocolate, licorice, peat. Soft carbo. Oily texture. 
2013-03-21;De Prael Proeflokaal;;;De Prael Hepie en Hepie;Bottle 330ml;;;6;3;6;3;11;
2013-03-21;De Prael Proeflokaal;;;De Prael Mary;Draft;;;7;3;8;3;13;
2013-03-21;De Prael Proeflokaal;;;De Prael Willy (11.5%);Draft;;;7;3;7;3;12;
2013-03-21;De Prael Proeflokaal;;;De Prael Zwarte Riek (2011 -);Draft;;;7;3;7;3;11;
2013-03-21;Hotel NH Museum Quarter;2013-03-20;De Bierkoning;De Molen Rye IPA Chinook;Bottle 330ml;2014-01-23;bottled 2013-01-23;8;3;8;3;13;
2013-03-21;Hotel NH Museum Quarter;2013-03-20;De Bierkoning;Left Hand Black Jack Porter;Bottle 355ml;;;8;3;7;3;12;
2013-03-21;Proeflokaal Arendsnest;;;De Hemel Eiken Bok;Draft;;;8;3;8;3;12;
2013-03-21;Proeflokaal Arendsnest;;;De Molen Rasputin Laphroaig Barrel Aged;Bottle 330ml;2013-08-28;;9;4;9;4;16;
2013-03-21;Proeflokaal Arendsnest;;;Eem Xtreem Chinook;Draft;;;8;3;8;3;13;
2013-03-21;Proeflokaal Arendsnest;;;Jopen Barrevoet Barley-Wine Barrel Aged;Draft;;;6;4;7;4;14;
2013-03-21;Proeflokaal Arendsnest;;;Klavervier Barrel Aged Poorter;Draft;;;8;3;8;3;14;
2013-03-21;Proeflokaal Arendsnest;;;Rodenburg Bronckhorster Terra Incognita BA;Draft;;;7;3;8;3;13;
2013-03-21;Proeflokaal Arendsnest;;;Volendam Ootje;Draft;;;8;3;7;3;13;
2013-03-22;BeerTemple;;;Amager/Hoppin’ Frog Frog Hops To Amager;Bottle 500ml;2015-06-30;#454;9;4;9;3;14;
2013-03-22;BeerTemple;;;Emelisse Mikkie = Stout;Bottle 330ml;;;8;4;8;3;13;
2013-03-22;BeerTemple;;;Evil Twin Freudian Slip;Bottle 330ml;;;9;4;9;4;16;
2013-03-22;BeerTemple;;;The Kernel Export Stout London 1890;Bottle 330ml;2014-07-12;2012-07-12;8;4;8;3;13;
2013-03-22;BeerTemple;;;The Kernel Imperial Brown Stout;Bottle 330ml;2016-05-29;2012-05-29;8;4;9;4;14;
2013-03-22;BeerTemple;;;The Kernel Porter;Bottle 330ml;2013-04-03;2012-07-03;8;4;7;3;13;
2013-03-22;BeerTemple;;;Weyerbacher Last Chance IPA;Bottle 355ml;;;7;3;7;3;11;
2013-03-22;Brouwerij ’t IJ;;;’t IJ Ciel Bleu IPA;Bottle 330ml;;;6;3;7;3;12;
2013-03-22;Brouwerij ’t IJ;;;’t IJ Columbus;Draft;;;6;3;7;3;11;
2013-03-22;Brouwerij ’t IJ;;;’t IJ IPA;Draft;;;7;3;7;3;12;
2013-03-22;Brouwerij ’t IJ;;;’t IJ No. 1;Draft;;;7;3;7;3;11;
2013-03-22;Brouwerij ’t IJ;;;’t IJ Zatte;Draft;;;7;3;7;3;11;
2013-03-22;Café Gollem;;;Brugse Zot;Draft;;;7;3;7;3;12;
2013-03-22;Café Gollem;;;The Musketeers Gollem Blond;Draft;;;7;3;7;3;12;
2013-03-22;De Prael Proeflokaal;;;De Prael Johnny;Bottle 330ml;;;6;3;6;3;11;
2013-03-22;De Prael Proeflokaal;;;De Prael Tante Leen;Bottle 330ml;;;6;3;6;2;11;
2013-03-22;Hotel NH Museum Quarter;2013-03-21;Brouwerij de Molen;Anderson Valley 20th Anniversary Imperial IPA;Bottle 355ml;;;7;3;8;3;14;
2013-03-22;Hotel NH Museum Quarter;2013-03-21;Brouwerij de Molen;De Molen Nat & Droog Cascade;Bottle 330ml;2014-10-03;2012-10-03;7;3;7;3;13;
2013-03-22;Hotel NH Museum Quarter;2013-03-20;De Bierkoning;Port Brewing Hot Rocks Lager;Bottle 650ml;;;8;4;7;3;13;
2013-03-22;Hotel NH Museum Quarter;2013-03-20;De Bierkoning;Port Brewing Midnight Expression Lager;Bottle 650ml;;2012-11-20;8;4;7;3;13;
2013-03-23;Sport Cafe, Schipol;;;Brand Dubbelbock;Draft;;;6;3;5;2;10;
2013-03-24;Pirkkala;2013-03-12;K-citymarket Pirkkala;Mikkeller The American Dream;Bottle 330ml;2014-02-16;;7;3;7;3;12;
2013-03-26;Gastropub Nordic;;;Malmgård Proto #1;Draft;;;8;3;7;3;13;
2013-03-27;O'Hara's Freehouse;;;St. Austell Proper Black;Draft;;;8;4;8;3;13;
2013-03-27;Olutravintola Kahdet Kasvot;;;Beer Hunters Mufloni Portteri (2012-);Draft;;;7;4;9;3;15;
2013-03-27;Pirkkala;2013-03-27;Alko Anttila;Innis & Gunn Oak Aged Beer;Bottle 330ml;2013-11-30;;7;3;7;3;12;
2013-03-27;Pirkkala;2013-03-27;Alko Anttila;Ridgeway IPA;Bottle 500ml;2013-12-20;;8;3;7;2;12;
2013-03-28;Ruovesi;2013-03-27;Alko Anttila;Batemans Victory Ale;Bottle 500ml;2013-12-31;;6;3;6;2;12;Dark clear Copper, Thin off white head, aroma is malt, toffee , flavor is malt, caramel, nuts.
2013-03-28;Ruovesi;2012-11-28;Bierkompass;Mikkeller/Amager Grand Theft Orange;Bottle 500ml;;;7;3;8;3;14;"Copper, low white head. Aroma is orange (grand meriner).Sweet, vinegar, orange. Like no other beer.Quite alcoholic. First impression was ""what kind of s… but finally I kind of liked this beer"" bottle 50cl."
2013-03-29;Ruovesi;2013-03-28;K-citymarket Lielahti;Alvinne Naked Ladies;Bottle 330ml;2014-05-31;;7;3;7;3;13;
2013-03-29;Ruovesi;2013-03-28;K-citymarket Lielahti;Belfast Bay Lobster Ale;Bottle 355ml;2013-05-31;;6;3;6;3;11;
2013-03-29;Ruovesi;2013-03-28;K-citymarket Lielahti;Belfast Bay McGoverns Oatmeal Stout (4.7%);Bottle 355ml;2013-05-31;;7;4;7;3;13;Dark brown, beige small head, aroma is roasted malt, hint of chocolate, flavor is roasted, chocolate. A bit watery. 
2013-03-29;Ruovesi;2013-03-28;K-citymarket Lielahti;Coniston Special Oatmeal Stout;Bottle 500ml;2014-04-28;;6;4;7;3;12;
2013-03-29;Ruovesi;2013-03-27;Alko Anttila;Franziskaner Hefe-Weissbier Dunkel;Bottle 500ml;2013-12-31;;6;3;6;3;12;
2013-03-29;Ruovesi;2012-10-27;Bierkompass;The Perfect Crime Hollow Point;Bottle 355ml;;;7;3;8;3;13;dark amber, small off white head, aroma is sweet caramel, raisins, caramel and alcohol bitterness in flavor. Medium bodied. 
2013-03-29;Ruovesi;2013-03-28;K-citymarket Lielahti;Vakka-Suomen Pääsiäisolut;Bottle 500ml;2013-07-29;;5;3;5;3;9;Dark copper with off white head. Aroma is choklat. Flavor is choklat. Some choklad in finnish.
2013-03-30;Ruovesa;2013-03-28;K-citymarket Lielahti;Williams Black;Bottle 500ml;2013-05-31;;7;3;7;3;13;dark brown, small beige head, aroma of chocolate roasted malt flavor is light coffee, fruits, chocolate. Smooth thin boby.
2013-03-30;Ruovesi;2013-03-30;S-market Ruovesi;Kozel Premium Lager 12°  ;Bottle 500ml;2013-07-24;;5;3;5;2;9;clear light golden, white short head, aroma is grass, malt, flavor is butter, malt, bit watery. 
2013-03-30;Ruovesi;2013-03-28;K-citymarket Lielahti;Saimaan Marsalkka Luomukarpalo;Bottle 330ml;2013-11-30;;4;2;3;2;5;Golden cranberry juice.
2013-03-31;Pirkkala;2013-03-28;K-citymarket Lielahti;Karhu Tuplahumala;Bottle 330ml;2014-11-30;;5;2;5;2;7;Clear golden color with thick white head. Aroma is bread and malt. Flavor is malty with hint of hops. Can 56,8cl.
2013-04-03;Plevna;2013-04-03;Plevna;Plevnan Amarillo Weizen;Draft;;;7;3;7;3;13;"Hazy golden color with thick white head. Aroma is banana, wheat and hops. Like ""basic hefe"" with some hoppy bitterness. Very low carbonation. Disappointment. Like ""Vehnäolut"" with hint of hoppiness."
2013-04-03;Plevna;2013-04-03;Plevna;Plevnan Vehnäolut;Draft;;;7;3;6;3;12;Hazy and dark golden color with thin white head. Aroma is fruity, banana, wheat. Flavor is banana and wheat. Medium palate.
2013-04-04;Pirkkala;2013-04-04;K-citymarket Pirkkala;Nokian Keisari 66;Can 500;;;8;3;7;3;13;light copper colour with white head. Floral aroma, citrus. Flavor is fruits, hops, citrus. Medium palate.
2013-04-04;Ruovesi;2013-04-05;K-citymarket Pirkkala;Nokian Keisari Luomu tumma lager;Can 500;2013-12-02;;6;3;6;2;10;Dark copper with off white head. Aroma is very light. Some malt maybe. Watery mouth feel.
2013-04-05;Ruovesi;2013-04-04;K-citymarket Pirkkala;Carlow O’Hara’s Irish Stout;Bottle 500ml;;as Celtic Stout;8;4;7;3;13;Black with khaki head. Dark chocolate, espresso in aroma. Flavor of roasted malt, hint of coffee. Medium body. Bit watery mouthfeel.
2013-04-06;Ruovesi;2013-04-06;Alko Ruovesi;Franziskaner Weissbier Kristallklar;Bottle 500ml;2014-01-31;;7;3;6;3;11;Light golden color with white head. Aroma is fruity wheat. Flavor is wheat, citrus notes, malt. Medium body with medium carbonation.
2013-04-07;Pirkkala;2013-04-04;K-citymarket Pirkkala;Malmgård Dinkel;Bottle 500ml;2013-08-11;;6;3;6;3;12;Light copper with off white head.Aroma is sweet malt, fruits. Flavor is malt, caramel. Like english bitters. Medium body
2013-04-08;Pirkkala;2013-04-04;K-citymarket Pirkkala;Malmgård Blond Ale;Bottle 500ml;2013-09-15;;8;2;6;2;13;Clear golden with thin white head. Aroma is mostly yeast also citrus and hops. Flavor is fruity, some yeast. Refreshing.
2013-04-09;Gastropub Nordic;;;Sinebrychoff Olutmestarin 777 IPA;Draft;;;7;3;6;3;13;Amber with very thin white head. Aroma is disturbing. Garbage? Flavor is floral, fruits. A bit watery. Bitter finnish.Medium body with medium carbonation. Not my kind of IPA. Draft.
2013-04-09;Olutravintola Konttori;;;Fanø Beer Geek Slumber Party;Bottle 500ml;;;7;3;8;4;14;Hazy brown with thin beige thin head. Aroma is fruits, spices, caramel. Flavor is sweet, fruits, caramel malts. Medium body and carbonation. Nice warming alcohol in after taste.
2013-04-09;Olutravintola Konttori;;;Malmgård Emmer Porter;Draft;;;6;3;7;3;14;Black with khaki head. Aroma is licorice and chocolate. Flaworis sweet, dark chocolate, hops. Bitter finnish. Medium body, medium to high carbonation. Surprisingly hoppy.
2013-04-11;Pirkkala;2013-04-11;S-market Pirkkala;Flying Dog UnderDog Atlantic Lager;Bottle 355ml;2013-09-12;;6;2;6;3;12;Golden color with white head. Aroma is grass and hops. Flavor is grass, citrus and hops. Medium body. Easy to drink.
2013-04-11;Pirkkala;2013-04-09;K-citymarket Pirkkala;Rekolan Kesäkolli;Bottle 500ml;2013-07-14;;5;3;5;2;8;Hazy golden color with thin white head. Aroma is ginger and taste is ginger. A mess.
2013-04-12;Radisson Blue Oulu;;;Hartwall 1836 Classic Gourmet Vaalea Ruokaolut;Bottle 500ml;2013-07-08;;5;2;5;2;8;Light golden color with white head. Aroma is malt a nd grain. Flavor is malt. Thin body with medium carbonation.
2013-04-12;Radisson Blue Oulu;;;Kru_ovice _erne;Bottle 500ml;2013-09-03;;6;3;6;2;10;Black with khaki head. Aroma is malt and caramel. Flavor is same with hint of smoke. Medium body with little carbonation. Mouth feel is bit too watery.
2013-04-13;Saariselkä;2013-04-13;System Bolaget Haparanda;Three Towns TT Original Lager 4.5%;Can 330ml;2013-12-16;;4;1;4;2;8;Light golden color. Aroma and flavor is malty. No good.
2013-04-14;Saariselkä;2013-04-12;System Bolaget Haparanda;Innis & Gunn Rum Cask;Bottle 330ml;;;7;3;7;3;13;Deed red and brown. Off white head. Aroma is rum, oak and some floral notes. Flavor is sweet with some wood notes. Medim body.
2013-04-14;Saariselkä;2013-04-12;System Bolaget Haparanda;Sierra Nevada Torpedo Extra IPA;Bottle 355ml;2013-10-10;;8;4;8;3;14;Clear amber color with thin off white head. Aroma is sweet fruits, grape, hops. Flavor is malt, caramel, grass, hops . Medium body and carbonation, bitter finnish.
2013-04-14;Saariselkä;2013-04-13;System Bolaget Haparanda;Sigtuna East River Lager;Can 330ml;2013-10-31;;7;3;7;3;12;Golden color with white head. Aroma is floral and hops. Flavor isbread and hops. Bitter finnish. Nice for a lager.
2013-04-14;Saariselkä;2013-04-13;System Bolaget Haparanda;Åbro Småland;Can 330ml;2014-02-27;;4;2;4;2;9;Dark golden color with thin white head. Aroma and flavor is malt and bread. Some bitterness as well. Medium body and carbonation.
2013-04-15;Saariselkä;2013-04-12;System Bolaget Haparanda;Oppigårds Golden Ale;Bottle 330ml;2013-06-30;;7;3;7;3;12;Golden color with white disappearing head. Aroma is fruits and hops. Flavor is malt and hops. Slightly bitter finnish. Medium body and carbonation.
2013-04-15;Saariselkä;2013-04-12;System Bolaget Haparanda;Weihenstephaner Hefe Weissbier;Bottle 500ml;2014-02-27;;7;3;7;3;13;Hazy golden color with white head. Aroma is wheat and and fruits. Flavor is wheat and banana. Bit watery palate.
2013-04-15;Saariselkä;2013-04-13;System Bolaget Haparanda;Åbro Lejon;Can 330ml;2014-03-31;;4;2;5;2;9;Not worth rating.
2013-04-16;Saariselkä;2013-04-13;System Bolaget Haparanda;Arboga Mörk Lager;Can 330ml;2014-01-30;;6;3;6;3;11;Dark brown color with beige head. Aroma is malt and brown sugar. Flawor is malt, bread and sugar. Medium body and carbonation.
2013-04-16;Saariselkä;2013-04-13;System Bolaget Haparanda;Oppigårds Amarillo;Bottle 330ml;2013-09-30;;8;3;7;3;12;Color is amber with short white head. Aroma is hops and citrus. Flavor is malt, grain and bread. Medium body and carbonation
2013-04-16;Saariselkä;2013-04-12;System Bolaget Haparanda;Samuel Adams Boston Ale;Bottle 355ml;2014-02-28;;7;3;6;3;11;Deep copper color with off white. Aroma is malt and caramel. Flavor is malt with slightly bitter finnish. Medium body and carbonation.
2013-04-16;Saariselän Panimo;;;Saariselän Panimo Tumma;Draft;;;5;2;4;2;8;Hazy brown with no head. Aroma is garbage. Flavor is yeast, juice and dishing water. Two years ago This was much better (6+3+6+3+11).
2013-04-16;Saariselän Panimo;;;Saariselän Panimo Vaalea;Draft;;;6;3;7;3;12;Hazy golden color with thin white head. Aroma is malt and yeast. Some floral Notes. Flavor is malt. Medium body and light carbonation.
2013-04-17;Saariselkä;2013-04-13;System Bolaget Haparanda;Nils Oscar God Lager;Bottle 330ml;2013-09-30;;5;2;5;2;11;Copper color with thin white head. Aroma is malt. Flavor is malt and some sweet notes. Medium body and soft carbonation.
2013-04-17;Saariselkä;2013-04-13;System Bolaget Haparanda;Störtebeker Schwarzbier;Bottle 330ml;2014-01-03;;7;3;7;3;13;Black with beige head. Aroma is dark chocolate, malt. Flavor is chocolate, malt and sugar Medium body and carbonation. 
2013-04-18;Saariselkä;2013-04-13;Coop Extra Haparanda;Celt Experience Celt Iron Age;Bottle 500ml;2014-03-29;;7;3;6;3;11;Dark copper color with white head. Aroma is hop, spices and fruits. Flavor is hops and bread. Watery palate. Quite nice at 3.5%.
2013-04-18;Saariselkä;2013-04-13;System Bolaget Haparanda;Starobrno Baron Trenck;Bottle 500ml;2013-10-19;;5;2;5;3;10;Clear golden color with white head. Sweet malty aroma. Flavor is malt, bread and grain. Light bitter finnish.
2013-04-20;Pirkkala;2013-04-13;System Bolaget Haparanda;S:t Eriks & Mathias Dahlgren Påsköl;Bottle 330ml;2013-11-25;;6;3;6;3;11;Deep mahogny color with off white head. Aroma is chocolate and spices. Flavor is mainly Chocolate. Hint of spices.
2013-04-22;Pirkkala;2013-04-09;K-citymarket Pirkkala;Mallaskosken Kuohu Valioluokka Pils;Can 330ml;2013-09-20;;5;2;5;2;9;
2013-04-23;Gastropub Nordic;;;Beer Hunters Mufloni Onward ZPA;Draft;;;6;3;7;3;14;Draught. Hazy copper color with off white head. Aroma is pine. Fresh hoppy flawor. Nice nitter finnish. Medium body and carbonation.
2013-04-23;Gastropub Nordic;;;Lervig Brewers Reserve Konrads Stout;Draft;;;8;4;8;3;14;Draught. Black color with beige head. Aroma is smoke, roast, coffee and licorice. Aroma is licorice and spices. Dry bitter finnish. Medium body.
2013-04-23;Gastropub Nordic;;;Rekolan Amerikan Eno;Draft;;;6;3;6;3;12;Draught. Hazy copper color with off white head. Aroma is fruit, caramel and resin. Flavor is bitter, woodish notes. Some disturbing sour off flavor. Unbalanced.
2013-04-26;Alko Anttila;2013-05-04;Ruovesi;Ambar Negra;Bottle 330ml;2014-08-25;;6;4;6;3;10;Dark brown with khaki head. Aroma is sweet malts. Flavor is malts, chocolate and ash. Medium boy and carbonation.
2013-04-26;Ruovesi;2013-04-13;System Bolaget Haparanda;Guinness Extra Stout (Continental Europe);Bottle 330ml;2014-01-28;;7;4;7;3;13;Dark brown with thick and creamy beige head. Aroma is peat, roasted malt. Flavor is sweet roasted malt. Slightly bitter finnish. Medium body, soft carbonation.
2013-04-26;Ruovesi;2013-04-13;System Bolaget Haparanda;Wisby Klosteröl;Bottle 330ml;2014-02-28;;7;3;6;3;13;Hazy golden color with white head. Aroma is fresh and fruity. Flavor is fresh, malt and yeast. Bit watery palate.
2013-04-27;Ruovesi;2013-04-26;Alko Anttila;Old Worthy Pale Ale;Bottle 330ml;2014-08-31;;6;2;6;2;10;Clear amber with disappearing white head. Aroma is sweet malt and honey. Taste is malt, grass and floral notes. Sligth bitterness. Medium boby and carbonation.
2013-04-27;Ruovesi;2013-04-26;Alko Anttila;Paulaner Weissbier Kristallklar;Bottle 500ml;2013-12-31;;6;2;6;2;12;Clear golden color with white head. Aroma is Flavor is wheat, banana and sweet malts. Too much carbonation.
2013-04-29;Pirkkala;2013-04-29;Prisma Koivistonkylä;Mallaskosken Kuohu Valioluokka Stout;Can 330ml;2013-10-16;;8;4;7;3;13;Dark brown with khaki head. Aroma is roasted malt, chocolate. Flavor is roasted malt and coffee. Medium body, soft carbonation. Bit watery.
2013-04-30;Gastropub Nordic;;;Fanø Batch 500 Imperial Vadehav;Draft;;;7;4;7;3;13;Sdark brown with khaki head. Aroma is roasted malt and caramel. Flavor isQuite a weird stout-brown ale combination. roasted malt, coffee, licorice nad alcohol. Flavor is 
2013-04-30;Olutravintola Konttori;;;Brewfist 2Late DIPA;Bottle 330ml;2014-02-28;;8;3;8;3;15;Clear amber color with white disappearing head. Aroma is fruits and hops. Flavor is sweet malt, fruits, peach and citrus. Some alcohol but not too much.Medium body and carbonation.
2013-04-30;Olutravintola Konttori;;;Buxton Axe Edge;Bottle 500ml;2013-11-30;;8;3;8;3;15;Hazy orange color with disappearing white head. Aroma is hops, pine and fruits. Flavor is pine, hops, malt. Medium bitterness.Medium body and carbonation. Lots of sediment.
2013-05-07;Olutravintola Konttori;;;ABC Brewing Henrik Imperial Amber;Draft;;;8;3;8;3;14;Sligthly hazy amber color with off white head. Aroma is fruits, hops and malt. Flavor is fruity hops, grape and malts. Medium body and carbonation.
2013-05-08;Ruovesi;2009-09-08;Alko Arkadia;BrewDog Paradox Isle of Arran;Bottle 330ml;2015-04-16;#016;9;3;9;4;16;Black color With quickly disappearing off white head. Aroma is Chocolate, Oak barrel flavor is Chocolate, sea Salt and spices. Oily texture. Fresh bottle Much Better.
2013-05-09;Ruovesi;2013-03-29;Prisma Koivistonkylä;Stadin American Pale Ale 4,5;Bottle 330ml;2013-10-01;#493-4;7;3;6;2;12;Clear Golden color With white head. Aroma is floral hops and malt Flavor is the same. Hint of saopiness. Thin Body, Medium carbonation. Too watery.
2013-05-15;Plevna;2013-05-15;Plevna;Plevnan Poika;Draft;;;6;3;6;3;13;clear Golden color With white head. Aroma is malt, Grain, Some hops. Flavor is Sweet malts and fruity hops. Medium palate and carbonation.
2013-05-17;Ruovesi;2013-05-17;Alko Ylöjärvi;Chimay Triple / Blanche;Bottle 330ml;2016-12-31;;8;3;8;3;15;hazy Orange Color With white head. Aroma is yeast, fruits. Aroma is Sweet fruits, yeast. Flavor is yeast, qaqa
2013-05-17;Ruovesi;2013-05-17;Alko Ylöjärvi;Grimbergen Cuvée Blanche;Bottle 330ml;2013-02-28;;8;3;7;3;13;Hazy yellow color With white head. Aroma is yeast, citrus. Flavor is yeast, fruits, wheat. Medium Body and carbonation.
